temple_id,name,category,city,area,state,country,deity,description,aarti_timings,timings,guidance,latitude,longitude,contact,youtube_url,images,is_verified
sacred-ramatheertham-vizianagaram,Ramatheertham Temple – Vizianagaram,Sacred,Vizianagaram,,Andhra Pradesh,India,Lord Ram,"3,000-year-old historic site with Lord Ram temple and ancient Buddhist ruins.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Vizianagaram, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",18.1667,83.4833,022 1234 5678,,[],True
sacred-draksharamam-bheemeswara-temple,Draksharamam Bheemeswara Temple – Kakinada,Sacred,Kakinada,,Andhra Pradesh,India,Lord Shiva & Manikyamba Devi,Pancha Rama Kshetra and Shakti Peetha known as Dakshina Kashi.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kakinada, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",16.7936,82.0628,022 1234 5678,,[],True
sacred-amararamam-amaraswaraswamy-temple,Amareswara Swamy Temple – Amaravati,Sacred,Amaravati,,Andhra Pradesh,India,Lord Shiva,Pancha Rama Kshetra shrine along Krishna river in Amaravati.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Amaravati, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",16.5814,80.3564,022 1234 5678,,[],True
sacred-somaramam-someshwara-swamy-temple,Someshwara Swamy Temple – Bhimavaram,Sacred,Bhimavaram,,Andhra Pradesh,India,Lord Shiva,Pancha Rama Kshetra where lingam changes color according to lunar phase.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Bhimavaram, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",16.5414,81.5233,022 1234 5678,,[],True
sacred-ksheeraramam-ksheera-ramalingeswara,Ksheera Ramalingeswara Temple – Palakollu,Sacred,Palakollu,,Andhra Pradesh,India,Lord Shiva,Pancha Rama Kshetra with 120-foot tall white Rajagopuram.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Palakollu, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",16.5175,81.7289,022 1234 5678,,[],True
sacred-kumararamam-bhimeswara-swamy,Kumara Bhimeswara Swamy Temple – Samalkota,Sacred,Samalkota,,Andhra Pradesh,India,Lord Shiva,Pancha Rama Kshetra housing 14-foot limestone lingam.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Samalkota, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",17.05,82.1833,022 1234 5678,,[],True
sacred-yadadri-narasimha-swamy-temple,Yadadri Sri Lakshmi Narasimha Temple,Sacred,Yadadri Bhuvanagiri,,Telangana,India,Lord Narasimha,Magnificent newly reconstructed cave temple carved entirely in black granite.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Yadadri Bhuvanagiri, Telangana. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",17.5897,78.9481,022 1234 5678,,[],True
sacred-bhadrachalam-sita-ramachandra-swamy,Sita Ramachandra Swamy Temple – Bhadrachalam,Sacred,Bhadrachalam,,Telangana,India,Lord Ram & Sita,Famous Godavari riverbank shrine where Lord Ram crossed during search for Sita.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Bhadrachalam, Telangana. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",17.6689,80.8872,022 1234 5678,,[],True
sacred-thousand-pillar-temple-warangal,Thousand Pillar Temple – Warangal,Sacred,Hanumakonda,,Telangana,India,Kakatiya Trimurti,Historic 1163 AD Kakatiya architectural marvel featuring monolithic polished Nandi.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Hanumakonda, Telangana. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",18.0036,79.5742,022 1234 5678,,[],True
sacred-ramappa-temple-mulugu,Ramappa Temple – Mulugu,Sacred,Mulugu,,Telangana,India,Lord Ramalingeswara,UNESCO World Heritage Site engineered with floating bricks and carved sandbox foundations.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mulugu, Telangana. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",18.2583,79.9406,022 1234 5678,,[],True
sacred-gnana-saraswathi-temple-basar,Gnana Saraswathi Temple – Basar,Sacred,Nirmal,,Telangana,India,Goddess Saraswati,Rare Goddess Saraswati temple on Godavari banks famous for Akshara Abhyasam child initiation.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Nirmal, Telangana. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",18.8783,77.9542,022 1234 5678,,[],True
sacred-kondagattu-anjaneya-swamy-temple,Kondagattu Anjaneya Swamy Temple – Jagtial,Sacred,Jagtial,,Telangana,India,Lord Hanuman,Hilltop Hanuman shrine surrounded by scenic forests in Karimnagar district.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Jagtial, Telangana. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",18.6667,78.9333,022 1234 5678,,[],True
sacred-veerabhadra-temple-lepakshi,Veerabhadra Temple – Lepakshi,Sacred,Anantapur,,Andhra Pradesh,India,Lord Veerabhadra,"Vijayanagara masterwork famous for Hanging Pillar, giant monolithic Nandi, and footprint of Sita.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Anantapur, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",13.8017,77.6094,022 1234 5678,,[],True
sacred-mahabodhi-temple-bodh-gaya,Mahabodhi Temple Complex – Bodh Gaya,Sacred,Gaya,,Bihar,India,Lord Buddha,UNESCO World Heritage site marking exact location where Buddha attained Enlightenment.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Gaya, Bihar. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",24.696,84.9914,022 1234 5678,,[],True
sacred-vishnupad-temple-gaya,Vishnupad Temple – Gaya,Sacred,Gaya,,Bihar,India,Lord Vishnu Footprint,On Phalgu riverbank featuring 40 cm footprint of Lord Vishnu embedded in solid rock.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Gaya, Bihar. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",24.7775,85.0078,022 1234 5678,,[],True
sacred-patan-devi-temple-patna,Badi Patan Devi Temple – Patna,Sacred,Patna,,Bihar,India,Goddess Patneshwari,Oldest sacred temple of Patna city associated with Sati's right thigh.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Patna, Bihar. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",25.6167,85.1833,022 1234 5678,,[],True
sacred-mahavir-mandir-patna,Mahavir Mandir – Patna,Sacred,Patna,,Bihar,India,Lord Hanuman,One of North India's wealthiest temple trusts located near Patna Junction.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Patna, Bihar. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",25.6119,85.1314,022 1234 5678,,[],True
sacred-janaki-mandir-sitamarhi,Punaura Dham Janaki Temple – Sitamarhi,Sacred,Sitamarhi,,Bihar,India,Goddess Sita,Birthplace of Mata Sita where King Janaka plowed the earth.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Sitamarhi, Bihar. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",26.5936,85.4858,022 1234 5678,,[],True
sacred-mundeshwari-devi-temple-kaimur,Mundeshwari Devi Temple – Kaimur,Sacred,Kaimur,,Bihar,India,Mundeshwari (Durga) & Shiva,Considered the oldest functional stone temple in India dating back to 108 AD.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kaimur, Bihar. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",24.9667,83.5667,022 1234 5678,,[],True
sacred-gorakhnath-temple-gorakhpur,Gorakhnath Temple – Gorakhpur,Sacred,Gorakhpur,,Uttar Pradesh,India,Guru Gorakhnath,Seat of Nath monastic order celebrating grand Makar Sankranti Khichdi mela.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Gorakhpur, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",26.7725,83.3644,022 1234 5678,,[],True
sacred-tulsi-manas-temple-varanasi,Tulsi Manas Mandir – Varanasi,Sacred,Varanasi,,Uttar Pradesh,India,Lord Ram,Marble wall temple where Goswami Tulsidas composed Hindi epic Ramcharitmanas.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Varanasi, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",25.2858,82.9997,022 1234 5678,,[],True
sacred-vibhuti-narayan-fort-temple-ramnagar,Ramnagar Fort Temple – Varanasi,Sacred,Varanasi,,Uttar Pradesh,India,Lord Ved Vyasa,Historic fort across Ganga famous for 200-year-old traditional Ramlila.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Varanasi, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",25.2678,83.0239,022 1234 5678,,[],True
sacred-naini-devi-temple-nainital,Naina Devi Temple – Nainital,Sacred,Nainital,,Uttarakhand,India,Goddess Naina Devi,Picturesque shrine located on northern shore of Naini Lake.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Nainital, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",29.3956,79.4589,022 1234 5678,,[],True
sacred-triyuginarayan-temple-rudraprayag,Triyuginarayan Temple – Rudraprayag,Sacred,Rudraprayag,,Uttarakhand,India,Lord Vishnu & Shiva-Parvati,Celestial wedding venue of Lord Shiva and Goddess Parvati where eternal flame still burns.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Rudraprayag, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",30.6406,78.9817,022 1234 5678,,[],True
sacred-dhari-devi-temple-srinagar-garhwal,Dhari Devi Temple – Srinagar Garhwal,Sacred,Pauri Garhwal,,Uttarakhand,India,Goddess Dhari Devi,Guardian deity of Uttarakhand Chardham sitting over Alaknanda river.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Pauri Garhwal, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",30.2525,78.8475,022 1234 5678,,[],True
sacred-neelkanth-mahadev-temple-rishikesh,Neelkanth Mahadev Temple – Rishikesh,Sacred,Pauri Garhwal,,Uttarakhand,India,Lord Shiva,Set amid Manikoot hills where Shiva consumed Halahala poison during Samudra Manthan.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Pauri Garhwal, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",30.0847,78.3364,022 1234 5678,,[],True
sacred-tapkeshwar-temple-dehradun,Tapkeshwar Mahadev Temple – Dehradun,Sacred,Dehradun,,Uttarakhand,India,Lord Shiva,Cave temple where water continuously drips naturally on shivalinga.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Dehradun, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",30.3475,78.0125,022 1234 5678,,[],True
sacred-kasar-devi-temple-almora,Kasar Devi Temple – Almora,Sacred,Almora,,Uttarakhand,India,Goddess Kasar Devi,Set in geomagnetic Van Allen belt visited by Swami Vivekananda and Bob Dylan.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Almora, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",29.6342,79.6739,022 1234 5678,,[],True
sacred-jageshwar-dham-almora,Jageshwar Dham Temple Complex – Almora,Sacred,Almora,,Uttarakhand,India,Lord Shiva,Cluster of 124 ancient stone temples nestled in dense Deodar pine forest valley.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Almora, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",29.6417,79.8517,022 1234 5678,,[],True
sacred-baijnath-temple-bageshwar,Baijnath Temple Complex – Bageshwar,Sacred,Bageshwar,,Uttarakhand,India,Lord Shiva & Parvati,12th-century Katyuri architecture temple complex on Gomti river bank.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Bageshwar, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",29.9078,79.6178,022 1234 5678,,[],True
sacred-purnagiri-devi-temple-champawat,Purnagiri Devi Temple – Champawat,Sacred,Champawat,,Uttarakhand,India,Goddess Purnagiri,"Perched at 3,000 meters on Kali river bank near Nepal border.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Champawat, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",29.1167,80.2,022 1234 5678,,[],True
sacred-hadimba-devi-temple-manali,Hidimba Devi Temple – Manali,Sacred,Kullu,,Himachal Pradesh,India,Goddess Hidimba,Unique 1553 pagoda wooden temple surrounded by giant Dhungri van cedar trees.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kullu, Himachal Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",32.2475,77.1814,022 1234 5678,,[],True
sacred-bijli-mahadev-temple-kullu,Bijli Mahadev Temple – Kullu,Sacred,Kullu,,Himachal Pradesh,India,Lord Shiva,High hill shrine where lightning strikes 60-foot pole and shivalinga is restored with butter.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kullu, Himachal Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",31.9478,77.1478,022 1234 5678,,[],True
sacred-vashisht-kund-temple-manali,Vashisht Temple & Hot Springs – Manali,Sacred,Kullu,,Himachal Pradesh,India,Sage Vashisht & Lord Ram,Ancient wooden temple next to natural therapeutic sulfur hot springs.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kullu, Himachal Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",32.2611,77.1889,022 1234 5678,,[],True
sacred-triloknath-temple-lahaul,Triloknath Temple – Lahaul Valley,Sacred,Lahaul and Spiti,,Himachal Pradesh,India,Lord Shiva & Avalokiteshvara,Unique high-altitude shrine revered equally by Hindus (Shiva) and Buddhists (Avalokiteshvara).,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Lahaul and Spiti, Himachal Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",32.6892,76.6917,022 1234 5678,,[],True
sacred-mahakali-temple-pavagadh,Kalika Mata Temple – Pavagadh,Shakti Peetha,Panchmahal,,Gujarat,India,Goddess Mahakali,"Hilltop Shakti Peetha reached via Pavagadh ropeway or 2,000 stone steps.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Panchmahal, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",22.4642,73.5222,022 1234 5678,,[],True
sacred-bala-hanuman-temple-jamnagar,Shri Bala Hanuman Temple – Jamnagar,Hanuman Temple,Jamnagar,,Gujarat,India,Lord Hanuman,Guinness World Record holder for continuous non-stop 'Ram Dhun' chanting since 1964.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Jamnagar, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",22.4744,70.0719,022 1234 5678,,[],True
sacred-bhalkeeshwar-temple-veraval,Bhalka Tirth – Veraval,Sacred,Veraval,,Gujarat,India,Lord Krishna,Sacred spot under banyan tree where Lord Krishna ended his earthly avatar.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Veraval, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",20.9,70.3667,022 1234 5678,,[],True
sacred-gopnath-mahadev-temple-bhavnagar,Gopnath Mahadev Temple – Bhavnagar,Shiva Temple,Bhavnagar,,Gujarat,India,Lord Shiva,Seashore shrine where Saint Narsinh Mehta experienced divine Ras Leela vision.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Bhavnagar, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",21.2167,72.1167,022 1234 5678,,[],True
sacred-tarnetar-mahadev-temple-surendranagar,Trinetreshwar Mahadev Temple – Tarnetar,Shiva Temple,Surendranagar,,Gujarat,India,Lord Shiva,Historic site of annual Tarnetar traditional fair and matchmaking festival.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Surendranagar, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",22.4833,71.2333,022 1234 5678,,[],True
sacred-sun-temple-modhera,Sun Temple – Modhera,Sacred,Mehsana,,Gujarat,India,Surya Bhagavan,1026 AD Solanki dynasty architectural wonder with 52 intricately carved pillars and Surya Kund.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mehsana, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",23.5836,72.1331,022 1234 5678,,[],True
sacred-somnath-mahadham-gujarat,Somnath Maha Kshetra,Sacred,Prabhas Patan,,Gujarat,India,Lord Shiva,Hallowed ground of Prabhas Teertha.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Prabhas Patan, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",20.888,70.4012,022 1234 5678,,[],True
sacred-somnath-jyotirling-gujarat-core,Somnath Temple Complex,Sacred,Prabhas Patan,,Gujarat,India,Lord Shiva,Core Somnath shrine area.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Prabhas Patan, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",20.888,70.4012,022 1234 5678,,[],True
